,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,last_review,review_scores_rating
3331,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,110,2,1125,18,145,2018-02-20,95
3332,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,50,1,90,338,1,2017-01-01,100
3333,Queens,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,2,1125,0,1,2015-03-16,100
3334,Manhattan,Apartment,Entire home/apt,6,1,2,3,Real Bed,300,2,1125,0,4,2016-04-27,93
3335,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,3,1125,63,9,2017-07-28,98
3336,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,75,1,1125,0,2,2014-08-13,60
3337,Brooklyn,Apartment,Private room,1,1,1,1,Futon,60,3,1125,363,13,2017-07-07,90
3338,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,55,1,1125,333,81,2018-02-15,92
3339,Brooklyn,Apartment,Entire home/apt,2,1,1,2,Real Bed,150,2,20,41,44,2018-01-14,96
3340,Brooklyn,Condominium,Private room,2,1,1,1,Real Bed,200,1,7,0,3,2015-10-01,100
3341,Brooklyn,Apartment,Entire home/apt,2,1,,2,Real Bed,75,7,1125,0,10,2015-12-19,80
3342,Brooklyn,House,Entire home/apt,4,1,1,1,Real Bed,150,1,1125,66,1,2014-05-17,97
3343,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,144,5,30,364,15,2015-10-12,80
3344,Bronx,Apartment,Private room,4,1,1,2,Real Bed,58,2,180,307,125,2018-02-15,97
3345,Brooklyn,Apartment,Entire home/apt,4,1,1,1,Real Bed,150,1,1125,290,4,2017-08-20,95
3346,Brooklyn,Loft,Entire home/apt,2,1,1,1,Real Bed,240,1,60,67,53,2016-09-30,96
3347,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,100,2,7,184,0,,0
3348,Manhattan,Apartment,Private room,3,1,1,2,Real Bed,250,1,1125,359,11,2016-11-12,95
3349,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,150,5,1125,0,14,2017-12-17,91
3350,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,100,1,1125,365,1,2018-01-01,100
3351,Queens,Apartment,Entire home/apt,4,1,1,1,Real Bed,195,2,10,365,0,,0
3352,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,112,2,28,63,9,2018-01-02,100
3353,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,3,1125,261,20,2016-08-19,96
3354,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,10,1125,248,5,2017-12-23,84
3355,Brooklyn,Townhouse,Entire home/apt,6,2,2,3,Real Bed,235,2,1125,263,217,2018-02-18,94
3356,Brooklyn,Apartment,Private room,1,1.5,1,1,Real Bed,50,1,1125,232,21,2018-01-01,85
3357,Brooklyn,Apartment,Entire home/apt,6,2,2,6,Real Bed,250,5,120,59,43,2018-01-03,97
3358,Queens,Apartment,Private room,1,1,1,1,Real Bed,45,5,90,10,25,2018-01-02,95
3359,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,170,2,1125,74,24,2018-01-01,98
3360,Manhattan,Apartment,Entire home/apt,2,1,2,1,Real Bed,165,7,1125,28,8,2017-06-14,88
3361,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,80,2,30,323,60,2018-02-18,92
3362,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,4,10,21,16,2018-01-03,88
3363,Manhattan,Apartment,Entire home/apt,2,1,,1,Futon,150,2,35,261,36,2017-11-06,97
3364,Brooklyn,Apartment,Entire home/apt,6,1,2,3,Real Bed,280,2,1125,112,57,2018-01-01,94
3365,Brooklyn,House,Entire home/apt,5,1.5,3,3,Real Bed,250,6,75,365,12,2016-12-05,91
3366,Manhattan,Apartment,Entire home/apt,6,2,2,3,Real Bed,399,2,10,0,2,2016-09-19,100
3367,Manhattan,Apartment,Entire home/apt,4,2,1,2,Futon,175,14,100,113,12,2017-09-18,100
3368,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,60,1,1125,304,80,2018-03-01,93
3369,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,229,30,60,111,40,2017-06-22,95
3370,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,100,7,18,0,18,2017-08-10,89
3371,Manhattan,Apartment,Private room,2,2,1,1,Real Bed,119,2,90,310,69,2018-01-01,93
3372,Brooklyn,Apartment,Entire home/apt,6,1.5,2,3,Futon,263,3,1125,1,1,2017-08-15,100
3373,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,130,4,1125,187,2,2014-07-01,99
3374,Manhattan,Apartment,Private room,2,1.5,1,1,Real Bed,59,1,29,289,246,2018-02-06,82
3375,Manhattan,Loft,Private room,2,1,1,1,Real Bed,150,3,1125,365,117,2017-11-27,91
3376,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,190,4,30,0,1,2014-09-22,80
3377,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,35,7,90,0,96,2018-02-20,96
3378,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,140,4,28,25,44,2018-01-22,100
3379,Manhattan,Apartment,Private room,2,1.5,1,1,Pull-out Sofa,80,1,15,337,0,,0
3380,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,100,2,1125,364,3,2016-07-10,80
3381,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,100,1,1125,363,9,2017-03-05,88
3382,Brooklyn,House,Entire home/apt,2,1.5,1,1,Real Bed,100,5,14,358,0,,0
3383,Brooklyn,House,Entire home/apt,6,1.5,3,3,Real Bed,130,4,1125,0,4,2017-12-31,87
3385,Brooklyn,Townhouse,Private room,2,1,1,1,Real Bed,107,2,1125,364,2,2017-10-15,80
3386,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,1,1125,361,11,2016-06-26,100
3388,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,129,5,1125,16,18,2018-01-31,86
3389,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,110,5,62,350,9,2017-08-27,98
3390,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,136,30,1000,359,51,2018-01-31,90
3391,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,50,1,1125,0,49,2017-12-30,98
3392,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,297,5,1125,85,6,2018-02-25,97
3393,Brooklyn,Loft,Entire home/apt,2,1,1,1,Real Bed,131,4,1125,59,42,2018-01-28,96
3394,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,90,3,1125,185,2,2016-06-30,80
3395,Manhattan,Apartment,Entire home/apt,3,1,0,1,Real Bed,200,3,35,171,11,2017-09-18,98
3396,Brooklyn,Townhouse,Private room,2,1,1,1,Real Bed,101,2,1125,364,2,2016-09-14,40
3397,Brooklyn,House,Entire home/apt,6,2.5,3,4,Real Bed,299,2,1125,362,4,2017-07-30,100
3398,Brooklyn,Apartment,Entire home/apt,4,1,2,3,Real Bed,175,4,1125,364,12,2017-12-30,90
3399,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,132,2,10,95,36,2018-01-02,95
3400,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,175,2,1125,0,2,2016-09-04,100
3401,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,123,3,1125,0,3,2017-08-15,100
3402,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,80,5,31,88,1,2013-10-17,100
3403,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,70,5,1125,364,4,2014-10-05,100
3404,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150,1,1125,364,19,2017-11-04,99
3405,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,80,1,1125,309,2,2015-04-02,80
3406,Brooklyn,Apartment,Private room,4,1,1,2,Real Bed,133,7,7,0,0,,0
3407,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,350,2,1125,299,79,2018-02-18,95
3408,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,55,3,33,68,135,2018-02-17,95
3409,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,2,100,101,34,2017-05-29,91
3410,Brooklyn,House,Private room,4,1,1,2,Real Bed,75,3,1125,365,67,2018-01-05,91
3411,Manhattan,Apartment,Entire home/apt,10,5,5,5,Real Bed,160,3,1125,170,11,2014-08-17,89
3412,Brooklyn,Apartment,Private room,1,0,1,,Real Bed,55,1,1125,365,3,2015-12-20,100
3413,Brooklyn,House,Entire home/apt,7,3.5,4,4,Real Bed,735,4,1125,113,34,2018-01-04,98
3414,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,71,4,14,90,109,2017-11-06,95
3415,Brooklyn,House,Private room,4,1,1,2,Real Bed,85,3,1125,228,66,2018-02-17,89
3416,Brooklyn,Apartment,Entire home/apt,10,1,3,6,Real Bed,151,1,30,116,115,2018-02-01,94
3417,Brooklyn,Condominium,Entire home/apt,3,1,1,1,Real Bed,170,3,30,83,5,2017-10-16,100
3418,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,45,1,1125,278,75,2018-02-09,91
3419,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75,5,365,0,11,2017-06-03,87
3420,Brooklyn,Apartment,Entire home/apt,5,1,1,3,Real Bed,125,1,1125,364,62,2017-12-21,92
3421,Brooklyn,Loft,Shared room,4,1,1,4,Real Bed,62,1,365,365,28,2015-05-27,82
3422,Brooklyn,Apartment,Private room,2,2,1,1,Real Bed,36,1,1125,344,126,2018-02-03,94
3423,Manhattan,Apartment,Private room,2,0,1,1,Real Bed,85,30,1125,365,4,2015-09-30,80
3424,Manhattan,Apartment,Entire home/apt,2,1,1,2,Real Bed,235,2,60,362,6,2017-11-06,92
3425,Brooklyn,Bed and breakfast,Private room,4,1,1,2,Real Bed,125,1,1125,365,1,2013-12-08,91
3426,Brooklyn,House,Entire home/apt,4,1,2,3,Real Bed,195,4,45,287,5,2016-01-01,88
3427,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,150,3,1125,211,129,2017-07-11,94
3428,Manhattan,Apartment,Entire home/apt,4,2,2,2,Real Bed,255,7,365,207,0,,0
3429,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,150,1,1125,61,3,2014-01-01,89
3430,Brooklyn,Apartment,Shared room,1,1,1,1,Real Bed,35,5,30,0,120,2018-01-03,93
3431,Queens,Apartment,Entire home/apt,3,1,1,1,Real Bed,75,20,60,183,42,2016-05-16,98
3432,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,400,3,5,188,2,2015-10-27,100
3433,Queens,Apartment,Private room,2,1,1,1,Real Bed,79,2,1125,365,49,2018-01-02,95
3434,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80,1,1125,365,6,2017-09-07,100
3435,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75,1,1125,365,5,2015-06-28,90
3436,Brooklyn,Apartment,Entire home/apt,6,1.5,3,3,Real Bed,215,5,30,77,1,2017-08-18,100
3437,Manhattan,Apartment,Entire home/apt,4,1,0,2,Real Bed,145,2,365,162,18,2017-02-18,94
3438,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,65,3,1125,0,72,2017-07-01,98
3439,Brooklyn,House,Private room,5,2,2,2,Real Bed,78,3,1125,0,17,2017-09-06,95
3440,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,250,3,14,3,1,2013-08-01,100
3441,Queens,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,3,1125,0,2,2016-05-29,100
3442,Brooklyn,Apartment,Entire home/apt,4,1,2,3,Real Bed,120,3,1125,313,13,2016-08-27,86
3443,Manhattan,Loft,Shared room,3,1,1,2,Futon,95,1,21,303,207,2018-02-19,93
3444,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,95,1,6,59,45,2018-03-01,96
3445,Brooklyn,Loft,Private room,3,1,1,2,Real Bed,90,1,1125,345,103,2018-01-14,90
3446,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,199,5,365,147,160,2018-02-15,94
3447,Brooklyn,Loft,Entire home/apt,3,1,2,3,Real Bed,100,7,29,34,35,2017-12-24,86
3448,Brooklyn,Loft,Entire home/apt,3,1,0,2,Real Bed,123,4,1125,0,21,2018-01-03,93
3449,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,350,6,7,352,0,,0
3450,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,150,2,250,277,28,2017-12-26,97
3451,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,225,2,150,363,13,2016-11-25,93
3452,Queens,Apartment,Private room,2,1,1,1,Real Bed,65,3,60,365,5,2017-03-23,100
3453,Brooklyn,Apartment,Entire home/apt,4,1,2,3,Real Bed,250,3,1125,9,16,2017-08-24,100
3454,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,4,1125,0,5,2017-12-03,92
3455,Brooklyn,House,Entire home/apt,5,2.5,3,5,Real Bed,580,7,1125,295,2,2015-08-07,100
3456,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,250,2,1125,165,95,2018-02-25,97
3457,Brooklyn,Apartment,Entire home/apt,2,1,1,2,Real Bed,85,3,90,205,10,2017-07-15,90
3458,Brooklyn,Apartment,Entire home/apt,2,1,1,2,Real Bed,115,7,14,0,3,2013-11-21,87
3459,Queens,Apartment,Private room,2,1,1,1,Real Bed,65,1,1125,364,0,,0
3460,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,55,1,1125,199,56,2018-03-02,89
3461,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,59,3,40,57,132,2018-02-05,93
3462,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,199,3,28,180,31,2017-10-10,94
3463,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,70,2,30,365,7,2015-09-07,86
3464,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,6,29,0,0,,0
3465,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,97,1,14,323,247,2018-02-11,92
3466,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,206,2,1125,7,65,2018-02-26,93
3467,Manhattan,Apartment,Entire home/apt,2,1,,1,Real Bed,159,3,30,57,9,2017-10-08,84
3468,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,90,1,1125,312,61,2018-02-05,100
3469,Brooklyn,Apartment,Entire home/apt,4,1.5,1,1,Real Bed,150,2,30,307,11,2018-01-01,96
3470,Manhattan,Apartment,Private room,1,2,1,1,Real Bed,61,1,1125,109,43,2018-02-25,93
3471,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,5,35,62,4,2016-03-29,85
3472,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,43,7,90,284,10,2018-02-04,82
3473,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,85,2,1125,363,57,2017-12-10,95
3474,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,95,2,365,358,130,2017-12-11,93
3475,Brooklyn,Apartment,Entire home/apt,2,0.5,1,1,Real Bed,150,3,45,362,42,2017-12-31,94
3476,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,4,14,0,10,2017-08-10,100
3477,Brooklyn,Townhouse,Private room,2,2,1,1,Real Bed,75,2,36,302,9,2017-08-28,90
3478,Bronx,Apartment,Private room,2,1,1,1,Real Bed,90,3,28,353,0,,0
3479,Manhattan,Apartment,Entire home/apt,4,1,2,3,Real Bed,199,3,365,313,90,2018-01-07,92
3480,Brooklyn,Townhouse,Entire home/apt,10,2,3,5,Real Bed,225,3,365,231,163,2018-03-01,96
3481,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,180,3,365,270,97,2018-01-05,93
3482,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,100,4,29,178,2,2016-11-26,100
3483,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,85,2,27,103,108,2018-02-09,92
3484,Brooklyn,Apartment,Entire home/apt,4,1,0,2,Real Bed,98,3,28,317,87,2018-02-19,97
3485,Brooklyn,House,Entire home/apt,4,3,3,3,Real Bed,262,5,50,245,1,2015-04-03,0
3486,Brooklyn,Apartment,Private room,2,1,1,1,Futon,85,1,1125,0,11,2017-12-24,96
3487,Queens,Apartment,Entire home/apt,3,1,1,1,Real Bed,145,2,1125,285,26,2018-01-01,93
3488,Manhattan,Apartment,Entire home/apt,5,1,1,3,Real Bed,230,2,250,361,6,2017-12-31,100
3489,Manhattan,Apartment,Entire home/apt,2,1,1,1,Pull-out Sofa,157,3,1125,12,3,2018-01-02,100
3490,Brooklyn,Apartment,Entire home/apt,3,1,1,2,Real Bed,70,15,30,0,2,2016-01-30,100
3491,Brooklyn,Apartment,Entire home/apt,5,1,2,2,Real Bed,101,3,1125,132,109,2018-02-17,81
3492,Manhattan,Loft,Entire home/apt,4,2,2,4,Real Bed,250,1,1125,78,0,,0
3493,Brooklyn,House,Private room,2,2,1,1,Real Bed,59,1,30,354,79,2018-01-01,92
3494,Manhattan,Apartment,Entire home/apt,6,2,3,4,Real Bed,400,4,1125,253,10,2017-08-17,94
3495,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,3,30,61,10,2018-01-28,92
3496,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,90,2,4,365,2,2017-09-05,90
3497,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,199,3,1125,56,61,2018-01-03,97
3498,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,219,1,1125,300,46,2018-02-11,88
3499,Manhattan,Apartment,Private room,1,1,1,,Real Bed,30,3,6,0,2,2017-10-16,90
3500,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,50,28,1125,30,16,2017-11-05,95
3501,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,55,1,30,272,56,2018-01-28,98
3502,Brooklyn,Apartment,Entire home/apt,2,1,1,2,Real Bed,175,2,1125,285,57,2018-01-26,94
3503,Brooklyn,House,Private room,4,2,1,2,Real Bed,40,3,1125,365,77,2017-10-17,85
3504,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,108,2,5,348,33,2017-12-03,95
3505,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,120,15,21,365,0,,0
3506,Brooklyn,Apartment,Entire home/apt,3,1,2,2,Real Bed,140,2,1125,192,21,2017-09-03,93
3507,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,199,2,28,360,52,2017-10-08,99
3508,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,225,3,365,117,35,2018-01-28,93
3509,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,7,20,83,0,,0
3510,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,95,47,8,2017-10-05,97
3511,Manhattan,Apartment,Entire home/apt,2,1,0,1,Futon,185,7,1125,363,2,2016-05-22,90
3512,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,190,3,21,364,25,2018-01-01,97
3513,Brooklyn,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,149,4,60,277,114,2018-02-26,93
3514,Manhattan,Loft,Entire home/apt,4,1,2,2,Real Bed,265,4,30,247,52,2018-02-27,95
3515,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,148,3,90,318,20,2017-10-22,96
3516,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,54,30,90,0,4,2018-01-01,100
3517,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,49,1,40,146,203,2018-01-28,96
3518,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,65,2,30,60,39,2017-05-28,92
3519,Manhattan,Apartment,Entire home/apt,5,1,2,2,Real Bed,273,5,150,34,75,2017-03-29,87
3520,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,120,9,3000,365,34,2017-06-20,98
3521,Manhattan,Apartment,Private room,2,1,2,1,Real Bed,120,3,31,178,73,2018-01-02,95
3522,Manhattan,Apartment,Entire home/apt,3,1,2,2,Real Bed,155,4,1125,190,69,2017-11-06,91
3523,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,180,4,1125,364,28,2016-05-18,93
3524,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,168,5,1125,363,1,2018-01-03,100
3525,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,111,2,1125,334,22,2018-02-08,97
3526,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100,1,1125,273,39,2017-11-12,97
3527,Brooklyn,Apartment,Entire home/apt,6,2,3,4,Real Bed,259,1,1125,0,2,2016-08-22,100
3528,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,72,2,12,44,158,2018-03-04,97
3529,Brooklyn,Apartment,Entire home/apt,2,1,1,2,Real Bed,79,1,1125,179,62,2018-01-01,92
3530,Bronx,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,180,7,1125,358,1,2014-09-26,100
3531,Brooklyn,Apartment,Private room,2,1.5,1,1,Real Bed,69,2,31,27,83,2018-01-03,89
3532,Manhattan,Apartment,Private room,4,1,1,2,Real Bed,75,4,1125,19,14,2017-09-29,91
3533,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,3,1125,196,136,2018-02-19,94
3534,Brooklyn,House,Entire home/apt,5,1,3,4,Real Bed,210,5,120,257,22,2018-01-04,94
3535,Brooklyn,Townhouse,Entire home/apt,4,1,2,2,Real Bed,135,1,25,361,152,2018-01-15,97
3536,Manhattan,Apartment,Entire home/apt,2,1,1,2,Real Bed,175,3,1125,136,0,,0
3537,Manhattan,Apartment,Private room,1,1,2,2,Real Bed,80,3,365,61,12,2017-05-03,95
3538,Brooklyn,Apartment,Entire home/apt,4,1,3,3,Real Bed,191,28,400,217,27,2017-04-30,93
3539,Brooklyn,House,Entire home/apt,7,3,3,3,Real Bed,450,3,1125,267,55,2017-12-18,96
3540,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,62,3,1125,0,4,2016-08-16,95
3541,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,90,7,1125,0,0,,0
3542,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,95,3,100,87,50,2017-06-08,90
3543,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,33,1,1125,365,6,2017-09-11,83
3544,Brooklyn,Hotel,Private room,2,1,1,1,Real Bed,70,2,30,365,41,2017-12-23,89
3545,Manhattan,Apartment,Entire home/apt,5,1,1,4,Real Bed,240,1,180,261,222,2018-02-17,88
3546,Queens,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,29,96,1,2016-08-25,100
3547,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,1125,2,6,2017-10-09,97
3548,Brooklyn,Apartment,Entire home/apt,6,1,1,3,Real Bed,195,2,60,312,176,2018-01-11,97
3549,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,59,4,1125,339,20,2015-07-18,91
3550,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,75,2,1125,0,2,2018-01-05,100
3551,Brooklyn,Aparthotel,Private room,2,1,1,1,Real Bed,95,2,1125,177,28,2017-11-10,88
3552,Manhattan,Apartment,Entire home/apt,4,2,2,3,Real Bed,200,4,29,26,50,2018-02-26,98
3553,Brooklyn,Apartment,Entire home/apt,1,1,0,1,Real Bed,140,1,10,178,38,2017-11-25,98
3554,Brooklyn,Aparthotel,Private room,2,1,1,1,Real Bed,57,2,1125,133,24,2017-11-21,91
3555,Brooklyn,Hotel,Private room,2,1,1,1,Real Bed,95,1,1125,1,35,2017-12-11,79
3556,Brooklyn,Loft,Private room,3,1,1,1,Real Bed,99,2,100,0,189,2017-12-20,93
3557,Queens,Apartment,Entire home/apt,3,1,1,1,Real Bed,140,4,1125,0,2,2015-05-26,90
3558,Brooklyn,Townhouse,Private room,10,2,3,5,Real Bed,260,3,1125,202,17,2017-10-26,84
3559,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75,4,60,364,3,2016-10-09,100
3560,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,162,2,1125,2,5,2017-12-30,95
3561,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,285,3,8,20,11,2017-06-18,100
3562,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,120,3,365,335,60,2017-12-20,92
3563,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,104,2,1125,355,59,2017-12-30,91
3564,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,210,2,1125,325,99,2018-02-25,94
3565,Manhattan,Apartment,Private room,4,1,1,2,Real Bed,94,1,1125,365,16,2016-11-18,99
3566,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,324,7,1125,0,14,2016-04-17,97
3567,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,7,27,365,0,,0
3568,Queens,Apartment,Entire home/apt,4,1,1,2,Real Bed,138,7,60,82,4,2016-07-05,85
3569,Manhattan,Apartment,Private room,1,1.5,1,1,Real Bed,90,3,30,0,5,2016-07-25,95
3570,Brooklyn,House,Private room,2,1,1,1,Real Bed,85,2,1125,274,64,2018-02-11,90
3571,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,45,30,500,156,12,2017-08-27,100
3572,Brooklyn,Apartment,Private room,1,1.5,1,1,Real Bed,70,10,10,365,0,,0
3573,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,72,30,31,363,36,2016-10-04,90
3574,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,109,2,5,33,171,2018-01-03,93
3575,Brooklyn,Apartment,Private room,2,1.5,1,1,Real Bed,60,3,25,135,6,2017-11-16,100
3576,Queens,Apartment,Entire home/apt,2,1,0,1,Real Bed,70,4,1125,322,71,2018-02-19,95
3577,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,6,20,0,1,2013-09-07,100
3578,Brooklyn,Apartment,Entire home/apt,6,1,1,3,Real Bed,175,6,1000,278,44,2017-08-20,97
3579,Queens,Apartment,Private room,1,1,1,1,Real Bed,75,6,18,180,0,,0
3580,Manhattan,Apartment,Private room,1,1.5,1,1,Real Bed,150,2,60,0,6,2015-08-12,83
3581,Brooklyn,Apartment,Entire home/apt,6,1,2,2,Real Bed,175,2,29,262,159,2018-01-14,99
3582,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,99,1,1125,153,96,2018-02-15,91
3583,Manhattan,Apartment,Private room,2,1,1,1,Pull-out Sofa,100,2,1125,364,7,2015-12-07,97
3584,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,89,15,22,0,6,2018-01-05,87
3585,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,100,1,1125,261,58,2017-10-23,99
3586,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,144,5,9,0,3,2016-10-09,87
3587,Brooklyn,Guest suite,Entire home/apt,10,2,3,5,Real Bed,171,2,90,38,4,2018-01-01,100
3588,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,124,4,181,93,51,2017-12-03,92
3589,Manhattan,Apartment,Entire home/apt,4,1,0,2,Real Bed,99,30,1125,115,18,2017-12-08,95
3590,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,270,1,1125,0,4,2015-10-04,100
3591,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,149,1,29,89,1,2016-10-07,100
