,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,last_review,review_scores_rating
29021,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,127,3,1125,0,0,,0
29022,Queens,Apartment,Shared room,3,1,1,3,Real Bed,90,2,7,88,14,2017-09-10,99
29023,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,180,2,14,2,28,2018-01-04,99
29024,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,40,3,30,365,1,2017-12-24,100
29025,Bronx,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,15,1125,364,0,,0
29026,Manhattan,Apartment,Entire home/apt,6,1,1,3,Pull-out Sofa,250,3,4,0,1,2017-06-04,100
29027,Brooklyn,Apartment,Entire home/apt,6,2,3,3,Real Bed,360,1,4,0,1,2016-12-26,100
29028,Manhattan,Apartment,Entire home/apt,2,1,1,1,Airbed,100,5,365,295,8,2018-02-18,93
29029,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,4,1125,349,6,2018-01-02,90
29030,Manhattan,Apartment,Entire home/apt,3,1,1,3,Real Bed,150,7,12,365,2,2018-01-02,60
29031,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,99,5,90,83,46,2018-02-13,85
29032,Brooklyn,House,Private room,2,2,1,1,Real Bed,50,7,100,0,1,2017-05-21,100
29033,Brooklyn,Apartment,Entire home/apt,6,1,2,3,Real Bed,222,3,8,0,0,,0
29034,Queens,House,Entire home/apt,4,1,1,1,Real Bed,85,1,1125,88,54,2018-02-04,94
29035,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,35,1,1125,0,4,2017-01-01,85
29036,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,40,5,10,0,2,2017-07-20,100
29037,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,129,6,30,33,3,2017-05-06,93
29038,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,85,2,1125,11,11,2017-12-27,96
29039,Manhattan,Loft,Entire home/apt,6,1,1,3,Real Bed,399,2,61,0,2,2017-11-26,100
29040,Brooklyn,Apartment,Private room,2,2,1,1,Real Bed,90,3,30,364,2,2017-10-18,90
29041,Queens,Condominium,Entire home/apt,6,2,4,6,Real Bed,233,2,28,270,5,2017-10-26,96
29042,Brooklyn,House,Entire home/apt,6,2,2,3,Real Bed,300,2,14,0,0,,0
29043,Brooklyn,Apartment,Entire home/apt,6,1,3,4,Real Bed,60,3,1125,0,5,2017-12-30,92
29044,Manhattan,Apartment,Entire home/apt,4,2,2,2,Real Bed,181,1,365,153,46,2017-12-28,92
29045,Brooklyn,Loft,Private room,2,1,1,1,Real Bed,85,2,1125,0,4,2017-10-15,95
29046,Brooklyn,Apartment,Private room,2,2,1,1,Real Bed,80,1,30,0,8,2017-07-08,90
29047,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,75,1,21,18,24,2018-02-06,96
29048,Queens,House,Private room,2,1,1,1,Real Bed,69,1,1125,169,10,2018-01-01,98
29049,Manhattan,Apartment,Entire home/apt,2,1,0,2,Real Bed,128,1,1125,0,6,2017-02-25,93
29050,Manhattan,Apartment,Entire home/apt,4,1,0,2,Real Bed,200,1,10,177,0,,0
29051,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,50,1,1125,40,5,2018-01-01,75
29052,Queens,House,Entire home/apt,7,2,3,3,Real Bed,200,1,1125,155,24,2018-02-03,93
29053,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,45,14,17,0,0,,0
29054,Brooklyn,Apartment,Private room,2,1.5,1,1,Real Bed,57,3,30,0,0,,0
29055,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100,1,1125,365,21,2017-12-08,96
29056,Manhattan,Loft,Entire home/apt,2,1,1,1,Real Bed,220,3,90,352,2,2017-08-26,90
29057,Brooklyn,House,Private room,1,1,1,1,Real Bed,90,3,1125,90,1,2017-01-02,100
29058,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,35,7,1125,0,3,2018-01-14,100
29059,Brooklyn,Apartment,Private room,2,1.5,1,1,Real Bed,38,2,1125,0,4,2017-08-03,75
29060,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,45,3,1125,345,4,2017-12-07,95
29061,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,3,1125,4,4,2018-01-05,100
29062,Manhattan,Apartment,Entire home/apt,3,1,0,1,Real Bed,200,1,1125,0,2,2017-06-16,100
29063,Manhattan,Apartment,Entire home/apt,3,1,0,3,Real Bed,180,4,14,0,1,2017-08-28,100
29064,Manhattan,Apartment,Entire home/apt,5,1,2,3,Real Bed,253,1,1125,266,57,2018-02-27,95
29065,Manhattan,Timeshare,Entire home/apt,2,1,0,1,Real Bed,300,3,3,0,0,,0
29066,Manhattan,Townhouse,Entire home/apt,4,1,1,2,Real Bed,135,3,15,27,43,2018-02-12,99
29067,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,40,2,14,0,0,,0
29068,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,150,2,1125,0,2,2017-01-03,90
29069,Manhattan,Apartment,Entire home/apt,4,1,2,3,Real Bed,290,4,30,0,1,2017-01-04,100
29070,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,300,1,21,152,3,2017-10-08,100
29071,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,113,10,15,0,0,,0
29072,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,35,15,60,0,0,,0
29073,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,40,7,7,26,6,2017-11-29,100
29074,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,70,2,1125,54,15,2018-01-15,95
29075,Manhattan,Timeshare,Private room,2,1,1,1,Real Bed,350,3,1125,0,1,2017-01-02,100
29076,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,50,2,14,0,1,2016-12-07,0
29077,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,68,5,1125,0,0,,0
29078,Queens,Apartment,Private room,6,1,1,3,Real Bed,95,1,1125,1,2,2018-02-10,90
29079,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,32,4,21,0,2,2017-01-06,100
29080,Manhattan,Apartment,Entire home/apt,3,1,0,2,Real Bed,150,1,1125,0,21,2017-06-08,90
29081,Queens,Apartment,Entire home/apt,10,2,4,6,Real Bed,319,1,1125,348,0,,0
29082,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,54,5,1125,211,5,2017-12-22,80
29083,Queens,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,3,13,0,0,,0
29084,Manhattan,Apartment,Private room,3,1,1,1,Real Bed,100,3,120,0,8,2018-01-01,98
29085,Queens,Apartment,Private room,1,1,1,1,Real Bed,55,1,20,16,4,2017-06-01,85
29086,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,150,3,125,0,0,,0
29087,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100,7,17,89,0,,0
29088,Brooklyn,Apartment,Entire home/apt,3,1,1,3,Real Bed,135,3,29,121,27,2018-01-01,95
29089,Queens,Apartment,Private room,4,1,1,2,Real Bed,119,1,1125,360,0,,0
29090,Manhattan,Apartment,Entire home/apt,6,1,2,3,Real Bed,499,3,1125,0,0,,0
29091,Queens,Apartment,Private room,6,1,2,3,Real Bed,159,1,1125,359,0,,0
29092,Brooklyn,Townhouse,Entire home/apt,6,2,3,3,Real Bed,525,2,1125,364,1,2016-12-07,0
29093,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,50,2,1125,0,3,2017-01-08,73
29094,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,182,2,300,247,15,2018-01-13,93
29095,Brooklyn,Apartment,Private room,2,2,1,1,Real Bed,200,2,1125,364,0,,0
29096,Manhattan,Apartment,Entire home/apt,5,1,2,3,Real Bed,220,2,1125,91,55,2018-02-03,88
29097,Brooklyn,Apartment,Private room,2,2,1,1,Real Bed,200,2,1125,364,1,2017-01-02,40
29098,Manhattan,Apartment,Private room,2,1,2,2,Real Bed,79,2,14,14,2,2018-01-02,90
29099,Manhattan,Apartment,Entire home/apt,6,1,2,3,Real Bed,110,2,1125,89,2,2016-12-28,100
29100,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,99,3,30,10,12,2018-01-01,95
29101,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,129,13,13,0,0,,0
29102,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,87,2,7,8,2,2017-08-27,100
29103,Queens,Boutique hotel,Entire home/apt,6,1,2,3,Real Bed,150,1,100,93,73,2018-02-11,94
29104,Queens,House,Entire home/apt,6,1,2,3,Real Bed,120,1,100,108,61,2018-01-13,90
29105,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,90,20,1125,0,0,,0
29106,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,70,1,1125,354,6,2018-01-06,80
29107,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,250,1,15,327,15,2017-12-31,99
29109,Manhattan,Apartment,Private room,2,1.5,1,,Real Bed,84,3,14,151,0,,0
29110,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,135,2,20,14,42,2018-02-13,93
29111,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,100,4,30,88,5,2017-09-30,100
29112,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,190,2,10,90,2,2017-04-11,0
29113,Brooklyn,Apartment,Entire home/apt,2,1,0,1,Real Bed,100,28,28,0,0,,0
29114,Manhattan,Apartment,Private room,2,1,1,2,Real Bed,250,1,1125,89,2,2016-12-18,100
29115,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,250,3,25,319,8,2017-12-10,95
29116,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,68,1,20,0,0,,0
29117,Bronx,Apartment,Private room,2,1,1,1,Real Bed,60,2,7,363,3,2017-12-25,100
29118,Manhattan,House,Entire home/apt,6,1,3,3,Real Bed,279,4,1125,187,56,2018-02-20,95
29119,Manhattan,Apartment,Shared room,4,2,1,4,Real Bed,49,30,1125,308,18,2018-02-03,81
29120,Brooklyn,Apartment,Entire home/apt,2,1,0,1,Real Bed,40,20,30,31,0,,0
29121,Manhattan,Apartment,Entire home/apt,1,1,1,1,Real Bed,95,5,1125,271,0,,0
29122,Brooklyn,Loft,Private room,2,2,1,2,Real Bed,60,1,1125,359,36,2018-01-28,94
29123,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,175,3,9,0,5,2018-01-24,90
29124,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,105,1,1125,0,4,2017-09-04,100
29125,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,100,3,1125,0,1,2017-01-01,100
29126,Manhattan,Apartment,Private room,1,1.5,1,1,Real Bed,40,10,1125,0,1,2017-01-07,100
29127,Queens,House,Private room,2,1.5,1,1,Real Bed,38,1,1125,362,33,2017-10-18,80
29128,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,37,1,1125,319,54,2018-02-05,88
29129,Manhattan,Apartment,Private room,4,1,1,1,Real Bed,75,2,10,7,60,2018-02-10,99
29130,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,35,1,1125,326,63,2018-02-11,92
29131,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,29,1,1125,299,75,2018-02-15,87
29132,Brooklyn,Apartment,Entire home/apt,5,1,2,2,Real Bed,170,3,1125,62,8,2017-11-25,100
29133,Brooklyn,Apartment,Private room,2,1.5,1,1,Real Bed,80,3,1125,0,2,2017-09-12,100
29134,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,215,4,30,0,2,2017-05-01,100
29135,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,100,1,60,0,19,2017-05-17,100
29136,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,55,2,1125,2,24,2018-02-19,100
29137,Bronx,House,Private room,3,1,1,2,Real Bed,31,2,15,0,4,2016-12-28,87
29138,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,89,1,1125,359,0,,0
29139,Queens,Townhouse,Private room,1,2,1,1,Real Bed,31,1,14,348,226,2018-03-03,99
29140,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,130,14,26,83,1,2017-01-07,100
29141,Brooklyn,Apartment,Private room,2,2,1,1,Real Bed,58,4,1125,50,1,2017-01-02,100
29142,Brooklyn,Apartment,Entire home/apt,4,1,2,3,Real Bed,135,7,1125,124,6,2018-01-02,100
29143,Manhattan,Apartment,Entire home/apt,2,1,1,2,Real Bed,142,2,60,111,70,2018-02-24,91
29144,Brooklyn,Apartment,Private room,5,1,1,3,Real Bed,95,2,1125,337,63,2018-02-14,90
29145,Manhattan,Townhouse,Entire home/apt,6,1,2,2,Real Bed,650,7,15,179,0,,0
29146,Brooklyn,House,Entire home/apt,8,3,4,5,Real Bed,250,2,1125,14,7,2018-01-01,100
29147,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,70,3,12,0,1,2016-12-16,0
29148,Brooklyn,Loft,Entire home/apt,2,2,1,1,Real Bed,300,4,60,77,13,2018-01-01,100
29149,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,100,1,1125,0,4,2017-01-02,90
29150,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,250,1,1125,302,34,2018-02-11,95
29151,Brooklyn,Apartment,Private room,5,1,1,3,Real Bed,85,2,1125,355,55,2018-02-15,85
29152,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,57,2,21,0,42,2018-01-12,97
29153,Brooklyn,Apartment,Private room,4,1.5,1,3,Real Bed,80,2,1125,331,51,2018-02-16,87
29154,Brooklyn,Apartment,Private room,4,1.5,1,2,Real Bed,77,2,1125,352,33,2018-02-15,85
29155,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,225,4,100,0,8,2017-04-25,98
29156,Brooklyn,Apartment,Private room,4,1.5,1,2,Real Bed,70,2,1125,359,38,2018-02-15,74
29157,Brooklyn,Apartment,Private room,4,1.5,1,3,Real Bed,70,2,1125,355,40,2018-01-08,78
29158,Brooklyn,House,Private room,3,1,1,2,Real Bed,75,1,28,365,7,2017-10-21,91
29159,Queens,House,Entire home/apt,3,1,0,2,Real Bed,50,1,14,344,55,2018-02-19,92
29160,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,150,4,1125,309,6,2017-09-20,90
29161,Brooklyn,Apartment,Entire home/apt,2,1,0,1,Real Bed,110,2,1125,59,44,2018-02-11,97
29162,Bronx,Apartment,Private room,2,1,1,1,Real Bed,50,1,25,346,15,2018-01-05,88
29163,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,3,30,0,0,,0
29164,Brooklyn,Apartment,Private room,4,1,1,2,Real Bed,34,28,90,0,12,2017-03-06,100
29165,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,125,3,18,0,5,2018-02-12,92
29166,Bronx,Apartment,Private room,2,1,1,2,Real Bed,125,1,2,0,0,,0
29167,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60,10,1125,0,0,,0
29168,Brooklyn,Apartment,Entire home/apt,6,2,2,2,Real Bed,148,7,30,0,3,2018-01-08,100
29169,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,60,3,1125,0,1,2017-01-02,100
29170,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,40,7,31,0,0,,0
29171,Brooklyn,Apartment,Entire home/apt,7,1.5,2,3,Real Bed,100,5,1000,310,17,2017-12-28,84
29172,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,1125,0,8,2018-02-04,98
29173,Manhattan,Apartment,Entire home/apt,4,1,2,3,Real Bed,412,30,1125,233,4,2017-10-13,90
29174,Queens,Apartment,Private room,2,1,1,1,Real Bed,60,3,10,0,3,2017-12-28,100
29175,Brooklyn,Apartment,Private room,3,1,1,2,Real Bed,30,2,14,112,28,2018-01-01,98
29176,Brooklyn,Apartment,Shared room,1,1,1,1,Futon,26,1,20,88,10,2018-01-01,90
29177,Brooklyn,Apartment,Private room,2,1,1,2,Real Bed,150,2,5,0,0,,0
29178,Staten Island,House,Private room,2,1,1,1,Real Bed,59,2,1125,126,16,2017-10-21,94
29179,Manhattan,Apartment,Private room,1,1.5,1,1,Real Bed,85,2,1125,364,2,2018-01-15,90
29180,Manhattan,Apartment,Private room,1,1.5,1,1,Real Bed,80,3,1125,5,39,2018-02-18,97
29181,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,40,2,14,0,2,2016-12-26,60
29182,Staten Island,House,Private room,2,1,1,2,Real Bed,49,1,1125,351,40,2018-01-18,96
29183,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,200,1,1125,139,68,2018-02-23,95
29184,Brooklyn,House,Private room,2,1,1,1,Real Bed,80,1,1125,179,16,2017-09-24,90
29185,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,70,1,29,32,53,2018-02-27,96
29186,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,98,2,1125,137,39,2018-01-05,96
29187,Brooklyn,Apartment,Entire home/apt,2,1,0,1,Real Bed,135,3,1125,7,7,2018-01-01,100
29188,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,180,4,10,100,19,2017-12-10,97
29189,Brooklyn,House,Entire home/apt,3,1,0,2,Real Bed,110,3,15,26,20,2017-10-25,99
29190,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,65,30,1125,0,10,2017-09-11,78
29191,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,46,3,1125,275,2,2017-11-13,90
29192,Brooklyn,Apartment,Entire home/apt,2,1,1,2,Real Bed,130,3,7,0,0,,0
29193,Manhattan,Apartment,Entire home/apt,4,1,1,1,Futon,130,2,30,68,14,2018-02-21,96
29194,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80,5,10,358,7,2017-12-17,93
29195,Manhattan,Condominium,Entire home/apt,4,2,2,2,Real Bed,420,3,12,12,5,2017-09-04,96
29196,Brooklyn,Apartment,Private room,2,1.5,1,1,Real Bed,35,1,1125,0,7,2017-01-12,90
29197,Manhattan,Apartment,Private room,3,1,1,1,Real Bed,120,1,30,0,2,2017-01-01,100
29198,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,55,14,365,0,3,2017-02-28,93
29199,Queens,Apartment,Entire home/apt,2,1,1,1,Real Bed,60,3,14,88,32,2018-02-19,93
29200,Manhattan,Apartment,Shared room,2,1,1,1,Real Bed,85,2,5,0,38,2018-02-13,99
29201,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,43,1,14,0,1,2016-12-08,0
29202,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,60,14,30,0,0,,0
29203,Brooklyn,Serviced apartment,Shared room,2,2,1,2,Real Bed,36,30,1125,359,2,2017-12-18,90
29204,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,275,1,1125,83,1,2016-12-31,100
29205,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,150,3,90,0,10,2018-01-14,89
29206,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,10,30,280,0,,0
29207,Manhattan,Apartment,Entire home/apt,6,2,2,4,Real Bed,250,5,1125,226,10,2018-01-03,98
29208,Brooklyn,Townhouse,Shared room,1,1,1,1,Real Bed,28,1,21,234,48,2018-02-14,95
29209,Brooklyn,Apartment,Entire home/apt,6,1,2,3,Real Bed,179,3,1125,249,52,2018-02-25,99
29210,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,97,1,38,0,2,2017-03-16,80
29211,Manhattan,Apartment,Shared room,1,1.5,1,,Real Bed,200,1,7,87,0,,0
29212,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120,2,1125,0,2,2017-06-30,90
29213,Queens,Apartment,Private room,4,1,1,2,Real Bed,60,1,29,82,86,2018-02-13,91
29214,Queens,House,Private room,3,1.5,1,2,Real Bed,38,1,1125,360,21,2018-01-18,79
29215,Manhattan,Apartment,Entire home/apt,3,1,0,1,Real Bed,210,3,1125,0,17,2018-01-26,97
29216,Brooklyn,Condominium,Entire home/apt,6,2,2,2,Real Bed,350,3,1125,31,11,2017-12-28,100
29217,Brooklyn,Apartment,Private room,2,1.5,1,1,Real Bed,89,3,1125,0,0,,0
29218,Queens,Apartment,Private room,2,1,1,1,Real Bed,65,2,1125,16,53,2018-03-01,100
29219,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,90,14,90,0,0,,0
29220,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,175,2,1125,46,14,2017-12-10,97
29221,Queens,Apartment,Entire home/apt,4,1,1,1,Real Bed,110,1,1125,312,1,2018-01-13,100
29222,Manhattan,Apartment,Entire home/apt,4,1,0,2,Real Bed,99,1,1125,319,75,2018-02-28,92
29223,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,63,2,4,91,10,2017-11-03,98
29224,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,63,1,1125,0,4,2017-01-08,100
29225,Manhattan,Apartment,Entire home/apt,6,1,2,3,Real Bed,395,5,1125,185,17,2018-02-24,85
29226,Manhattan,Apartment,Entire home/apt,3,1,2,2,Real Bed,200,7,1125,0,0,,0
29227,Queens,Apartment,Private room,2,1,1,1,Real Bed,63,1,1125,89,0,,0
29228,Manhattan,Apartment,Private room,2,1,1,2,Real Bed,70,2,20,0,1,2017-01-02,100
29229,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95,4,1125,0,0,,0
29230,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,198,5,1125,0,10,2017-05-29,98
29231,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,60,7,1125,0,0,,0
29232,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,100,1,90,0,1,2017-01-01,100
29233,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,4,1125,0,1,2017-01-03,100
29234,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,49,3,56,0,60,2017-12-25,91
29235,Manhattan,Condominium,Entire home/apt,2,1,0,1,Real Bed,99,3,7,365,3,2017-09-30,93
29236,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,85,30,48,0,1,2017-03-20,100
29237,Manhattan,Apartment,Private room,2,1.5,1,,Real Bed,90,3,5,0,2,2017-08-20,60
29238,Manhattan,Apartment,Shared room,1,1,1,2,Real Bed,35,2,7,0,7,2018-01-01,83
29239,Manhattan,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,215,3,1125,7,13,2018-02-27,100
29240,Brooklyn,Loft,Private room,1,1,1,1,Real Bed,58,7,19,0,0,,0
29241,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,100,2,1125,0,2,2017-01-03,100
29242,Brooklyn,Apartment,Entire home/apt,4,1,1,1,Real Bed,199,3,90,290,21,2018-02-03,100
29243,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,110,2,7,0,0,,0
29244,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,55,2,1125,11,5,2018-01-14,80
29245,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,65,4,35,0,2,2017-07-25,100
29246,Manhattan,Apartment,Entire home/apt,3,1,0,2,Real Bed,75,1,90,82,9,2018-01-04,87
29247,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,55,3,1125,0,0,,0
29248,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,190,2,1125,1,15,2018-01-15,94
29249,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60,1,15,125,73,2018-02-25,93
29250,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,69,2,1125,93,18,2018-02-19,98
29251,Brooklyn,Apartment,Private room,4,1,1,2,Real Bed,57,1,12,51,94,2018-03-02,96
29252,Brooklyn,Apartment,Shared room,1,1,1,1,Real Bed,25,1,1125,0,3,2016-12-31,87
29253,Brooklyn,Apartment,Entire home/apt,3,1,0,2,Real Bed,105,3,1125,0,37,2017-08-19,99
29254,Brooklyn,Apartment,Entire home/apt,4,2,2,2,Real Bed,180,5,18,0,0,,0
29255,Queens,Apartment,Private room,5,1,1,2,Real Bed,70,1,29,26,80,2018-02-12,92
29256,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,90,25,1125,364,0,,0
29257,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,200,2,1125,30,7,2017-10-28,100
29258,Brooklyn,Apartment,Entire home/apt,4,1,0,1,Real Bed,89,2,1125,61,8,2018-01-02,98
29259,Brooklyn,Apartment,Entire home/apt,4,1,3,2,Real Bed,130,4,16,215,0,,0
29260,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,163,6,90,7,8,2017-11-25,94
29261,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,210,2,40,71,51,2018-02-13,99
29262,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,190,3,7,63,4,2017-05-20,80
29263,Manhattan,Apartment,Private room,5,1,3,3,Real Bed,120,7,14,0,0,,0
29264,Brooklyn,House,Private room,2,1,1,1,Real Bed,50,7,12,362,0,,0
29265,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,125,1,1125,179,0,,0
29266,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,250,4,1125,348,17,2017-12-28,98
29267,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,159,3,20,0,11,2017-10-25,92
29268,Brooklyn,Apartment,Private room,4,1,2,3,Real Bed,150,2,40,0,37,2017-11-02,93
29269,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,2,7,0,4,2018-01-01,100
29270,Manhattan,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,300,6,6,0,0,,0
29271,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,44,6,1125,0,0,,0
29272,Brooklyn,Apartment,Private room,2,1,1,2,Real Bed,125,1,7,90,8,2017-11-05,98
29273,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,53,2,1125,3,4,2017-07-30,100
29274,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,70,2,365,0,0,,0
29275,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,300,1,2,0,0,,0
29276,Manhattan,Apartment,Entire home/apt,5,1,3,4,Real Bed,350,2,15,67,0,,0
29277,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,30,3,15,0,2,2017-01-11,100
29278,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,98,1,7,88,3,2017-10-23,70
29279,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,4,21,0,7,2017-12-27,90
29280,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,70,4,1125,0,0,,0
29281,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,245,7,1125,0,0,,0
29282,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,170,3,30,163,1,2017-05-15,100
29283,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,195,1,45,23,71,2018-01-14,98
29284,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,95,5,14,36,3,2018-01-01,100
29285,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,51,2,29,216,98,2018-02-28,96
29286,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,130,4,7,0,2,2017-11-30,100
29287,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,119,1,28,87,21,2018-02-18,100
29288,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,45,2,30,82,50,2018-02-07,93
