neighbourhoodGroup,neighbourhood,latitude,longitude,propertyType,roomType,accommodates,bathrooms,bedrooms,beds,bedType,price,availability
Manhattan,Upper West Side,40.79968672,-73.96331393,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,0
Manhattan,Upper West Side,40.79033329,-73.97289512,Apartment,Entire home/apt,2,2,1,1,Real Bed,140,0
Manhattan,Upper West Side,40.77372626,-73.99046219,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,363
Manhattan,Upper West Side,40.78633734,-73.9783866,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,23
Manhattan,Upper West Side,40.77944088,-73.98566562,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,142
Manhattan,Upper West Side,40.79499038,-73.96630866,Apartment,Private room,2,1,1,1,Real Bed,139,0
Manhattan,Upper West Side,40.77917166,-73.97396963,Apartment,Entire home/apt,3,1,1,1,Real Bed,139,0
Manhattan,Upper West Side,40.7886102,-73.97777306,Apartment,Private room,2,1,1,1,Real Bed,139,19
Manhattan,Upper West Side,40.8001606,-73.96447555,Apartment,Private room,2,1,1,1,Real Bed,139,139
Manhattan,Upper West Side,40.77279777,-73.98736951,House,Entire home/apt,3,1,1,1,Real Bed,139,0
Manhattan,Upper West Side,40.79432139,-73.96420523,Apartment,Private room,2,1,1,1,Real Bed,138,104
Manhattan,Upper West Side,40.78717032,-73.96805995,Apartment,Entire home/apt,2,1,1,2,Real Bed,138,3
Manhattan,Upper West Side,40.77855231,-73.98257916,Apartment,Entire home/apt,3,1,1,1,Real Bed,138,249
Manhattan,Upper West Side,40.77697079,-73.97698413,Apartment,Private room,2,1,1,1,Real Bed,137,43
Manhattan,Upper West Side,40.79594862,-73.96981193,Apartment,Entire home/apt,4,1,1,1,Real Bed,137,0
Manhattan,Upper West Side,40.77468266,-73.98839191,Apartment,Entire home/apt,2,1,1,1,Real Bed,136,0
Manhattan,Upper West Side,40.76910303,-73.9857513,Apartment,Private room,2,2,1,1,Real Bed,136,73
Manhattan,Upper West Side,40.79961583,-73.96522868,Apartment,Private room,2,1,1,1,Real Bed,135,269
Manhattan,Upper West Side,40.77689444,-73.98102896,Apartment,Entire home/apt,2,1,1,2,Real Bed,135,0
Manhattan,Upper West Side,40.80161586,-73.96940399,Apartment,Entire home/apt,2,1,1,1,Real Bed,135,10
Manhattan,Upper West Side,40.8032403,-73.9669139,Apartment,Entire home/apt,4,1,2,2,Real Bed,135,0
Manhattan,Upper West Side,40.80069606,-73.96123026,Apartment,Entire home/apt,3,1,1,2,Real Bed,135,3
Manhattan,Upper West Side,40.79984775,-73.96137902,Apartment,Entire home/apt,2,1,1,1,Real Bed,135,1
Manhattan,Upper West Side,40.78155087,-73.97788807,Apartment,Private room,2,1,1,1,Real Bed,135,21
Manhattan,Upper West Side,40.77895396,-73.98331659,Apartment,Private room,2,1,1,1,Real Bed,135,218
Manhattan,Upper West Side,40.78892055,-73.97435038,Apartment,Private room,2,1,1,1,Real Bed,135,364
Manhattan,Upper West Side,40.78642292,-73.97652499,Apartment,Private room,2,1,1,1,Real Bed,135,122
Manhattan,Upper West Side,40.80171687,-73.96559537,Apartment,Entire home/apt,4,1,1,1,Real Bed,135,0
Manhattan,Upper West Side,40.78536614,-73.96985405,Apartment,Private room,2,1,1,1,Real Bed,135,162
Manhattan,Upper West Side,40.78138644,-73.97791387,Apartment,Entire home/apt,2,1,1,1,Real Bed,135,29
Manhattan,Upper West Side,40.77267749,-73.98933026,Apartment,Private room,2,1,1,1,Real Bed,135,261
Manhattan,Upper West Side,40.80255479,-73.96659154,Apartment,Private room,1,1,1,1,Real Bed,135,365
Manhattan,Upper West Side,40.80231855,-73.96976845,Apartment,Private room,2,1,1,1,Real Bed,135,88
Manhattan,Upper West Side,40.78137664,-73.98139349,Apartment,Private room,2,1,1,1,Real Bed,135,314
Manhattan,Upper West Side,40.79981681,-73.96057971,Apartment,Entire home/apt,4,1,1,2,Real Bed,135,0
Manhattan,Upper West Side,40.7817801,-73.97927658,Apartment,Entire home/apt,4,1,1,2,Real Bed,135,0
Manhattan,Upper West Side,40.79514049,-73.96272715,Apartment,Entire home/apt,3,1,3,3,Real Bed,135,0
Manhattan,Upper West Side,40.77859797,-73.9855403,Townhouse,Private room,2,1,1,1,Real Bed,135,13
Manhattan,Upper West Side,40.80315811,-73.96544645,Apartment,Entire home/apt,2,1,1,1,Real Bed,135,249
Manhattan,Upper West Side,40.77875313,-73.98750229,Townhouse,Private room,2,1,1,1,Futon,135,127
Manhattan,Upper West Side,40.79009375,-73.97926932,Apartment,Private room,2,2,1,1,Real Bed,135,218
Manhattan,Upper West Side,40.77778105,-73.97810356,Apartment,Private room,2,1,1,1,Real Bed,133,296
Manhattan,Upper West Side,40.79333534,-73.9638796,Apartment,Private room,2,1,1,1,Real Bed,132,0
Manhattan,Upper West Side,40.7788879,-73.98779841,Apartment,Private room,2,1,1,1,Real Bed,132,364
Manhattan,Upper West Side,40.79950394,-73.96908237,Apartment,Entire home/apt,2,1,1,1,Real Bed,132,0
Manhattan,Upper West Side,40.79885679,-73.96157371,Apartment,Entire home/apt,2,1,1,1,Real Bed,132,0
Manhattan,Upper West Side,40.78428869,-73.97814596,Apartment,Private room,2,1,1,1,Real Bed,131,0
Manhattan,Upper West Side,40.79790616,-73.96951021,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,0
Manhattan,Upper West Side,40.79166633,-73.97983134,Apartment,Entire home/apt,1,1,1,1,Real Bed,130,0
Manhattan,Upper West Side,40.79532395,-73.96344141,Apartment,Entire home/apt,3,1,1,2,Real Bed,130,0
Manhattan,Upper West Side,40.7791461,-73.97794291,Apartment,Private room,2,1,1,1,Real Bed,130,0
Manhattan,Upper West Side,40.79795151,-73.96198618,Apartment,Entire home/apt,4,1,1,2,Real Bed,130,0
Manhattan,Upper West Side,40.78140605,-73.98445092,Apartment,Entire home/apt,4,1,1,2,Real Bed,130,261
Manhattan,Upper West Side,40.78647562,-73.96919891,Apartment,Private room,2,1,1,1,Real Bed,130,6
Manhattan,Upper West Side,40.79261391,-73.9643837,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,17
Manhattan,Upper West Side,40.79434546,-73.97449574,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,77
Manhattan,Upper West Side,40.79950358,-73.96965215,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,0
Manhattan,Upper West Side,40.79313387,-73.97534162,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,344
Manhattan,Upper West Side,40.78506177,-73.97722639,Apartment,Private room,2,1,1,1,Real Bed,130,0
Manhattan,Upper West Side,40.78567548,-73.97698496,Apartment,Entire home/apt,3,1,1,1,Real Bed,130,0
Manhattan,Upper West Side,40.80008651,-73.97008733,Apartment,Entire home/apt,4,1,1,2,Real Bed,130,91
Manhattan,Upper West Side,40.78826916,-73.96901396,Apartment,Entire home/apt,4,1,1,2,Real Bed,130,0
Manhattan,Upper West Side,40.78465266,-73.97388167,Apartment,Entire home/apt,1,1,1,1,Real Bed,130,0
Manhattan,Upper West Side,40.78854803,-73.96851921,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,47
Manhattan,Upper West Side,40.80272014,-73.96628729,Apartment,Private room,2,1,1,1,Real Bed,129,354
Manhattan,Upper West Side,40.78762676,-73.973083,Apartment,Private room,2,1,1,1,Real Bed,129,0
Manhattan,Upper West Side,40.78364136,-73.97496691,Apartment,Entire home/apt,4,1,1,3,Real Bed,129,285
Manhattan,Upper West Side,40.76946299,-73.98599543,Apartment,Entire home/apt,2,1,2,2,Real Bed,129,4
Manhattan,Upper West Side,40.79916496,-73.97263499,Apartment,Entire home/apt,2,1,1,1,Real Bed,129,0
Manhattan,Upper West Side,40.78149449,-73.97597963,Apartment,Private room,2,1,1,1,Real Bed,129,164
Manhattan,Upper West Side,40.80036768,-73.96845461,Apartment,Private room,2,1,1,2,Real Bed,127,275
Manhattan,Upper West Side,40.7995034,-73.96565493,Apartment,Entire home/apt,3,1,2,2,Real Bed,127,359
Manhattan,Upper West Side,40.78333829,-73.97452319,Apartment,Entire home/apt,5,1,1,3,Real Bed,126,144
Manhattan,Upper West Side,40.77559091,-73.98748233,Apartment,Private room,2,1,1,1,Real Bed,126,263
Manhattan,Upper West Side,40.78695542,-73.9729321,Apartment,Shared room,2,1,1,1,Real Bed,125,0
Manhattan,Upper West Side,40.80061766,-73.96192849,Apartment,Private room,4,1,1,2,Real Bed,125,275
Manhattan,Upper West Side,40.79304427,-73.97725404,Apartment,Private room,2,1,1,1,Real Bed,125,0
Manhattan,Upper West Side,40.80065763,-73.96940753,Apartment,Private room,4,1,1,2,Real Bed,125,0
Manhattan,Upper West Side,40.78486514,-73.97540309,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,0
Manhattan,Upper West Side,40.79712244,-73.96117369,Condominium,Private room,2,1,1,1,Real Bed,125,0
Manhattan,Upper West Side,40.77110878,-73.9836757,Apartment,Private room,2,1,1,1,Real Bed,125,307
Manhattan,Upper West Side,40.79939498,-73.96875124,Apartment,Entire home/apt,3,1,1,2,Real Bed,125,17
Manhattan,Upper West Side,40.79996875,-73.96036145,Condominium,Private room,5,1,2,2,Real Bed,125,297
Manhattan,Upper West Side,40.77499372,-73.98067717,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,15
Manhattan,Upper West Side,40.79858889,-73.96969738,Apartment,Private room,2,1,1,1,Real Bed,125,0
Manhattan,Upper West Side,40.77365513,-73.9857381,Apartment,Private room,1,1,1,1,Pull-out Sofa,125,155
Manhattan,Upper West Side,40.78277826,-73.9776726,Apartment,Private room,2,1.5,1,1,Real Bed,125,93
Manhattan,Upper West Side,40.7823995,-73.98294426,Apartment,Private room,1,1,1,1,Pull-out Sofa,125,365
Manhattan,Upper West Side,40.79196381,-73.97064658,Apartment,Private room,2,1,1,1,Real Bed,125,171
Manhattan,Upper West Side,40.79808369,-73.96636261,Apartment,Private room,2,1,1,1,Real Bed,125,365
Manhattan,Upper West Side,40.79979171,-73.9685889,Apartment,Entire home/apt,5,1,1,3,Real Bed,125,5
Manhattan,Upper West Side,40.79825613,-73.96041047,Apartment,Entire home/apt,5,1,1,2,Real Bed,125,295
Manhattan,Upper West Side,40.80288188,-73.96484171,Apartment,Private room,2,1,1,1,Real Bed,125,0
Manhattan,Upper West Side,40.80289076,-73.96740526,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,0
Manhattan,Upper West Side,40.78406332,-73.98430517,Apartment,Entire home/apt,3,1,1,1,Real Bed,125,0
Manhattan,Upper West Side,40.78549784,-73.97641642,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,0
Manhattan,Upper West Side,40.79389575,-73.9688578,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,0
Manhattan,Upper West Side,40.80079513,-73.9609544,Apartment,Entire home/apt,2,1,1,2,Real Bed,125,61
Manhattan,Upper West Side,40.7992521,-73.96141277,Apartment,Private room,3,1,1,1,Real Bed,125,0
Manhattan,Upper West Side,40.79720054,-73.97231324,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,0
Manhattan,Upper West Side,40.80268555,-73.96334274,Apartment,Private room,2,1,1,2,Real Bed,125,0
Manhattan,Upper West Side,40.80004476,-73.96593395,Apartment,Private room,2,1,1,1,Real Bed,125,0
Manhattan,Upper West Side,40.78304416,-73.98145944,Apartment,Entire home/apt,4,1,1,2,Real Bed,125,0
Manhattan,Upper West Side,40.79448772,-73.97039378,Apartment,Private room,2,1,1,1,Real Bed,125,337
Manhattan,Upper West Side,40.77474358,-73.97886258,Apartment,Private room,2,1.5,1,1,Real Bed,125,343
Manhattan,Upper West Side,40.77310909,-73.98606355,Apartment,Private room,2,1,1,1,Real Bed,125,328
Manhattan,Upper West Side,40.79253757,-73.97530627,Apartment,Private room,1,1,1,1,Real Bed,125,364
Manhattan,Upper West Side,40.79296586,-73.97338558,Apartment,Private room,1,1,1,1,Real Bed,125,307
Manhattan,Upper West Side,40.78739677,-73.97046263,Apartment,Private room,2,1,1,1,Real Bed,125,0
Manhattan,Upper West Side,40.77477923,-73.97985516,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,1
Manhattan,Upper West Side,40.78338832,-73.98167634,Apartment,Entire home/apt,3,1,1,1,Real Bed,124,62
Manhattan,Upper West Side,40.79826868,-73.97320702,Apartment,Private room,2,1.5,1,1,Real Bed,124,0
Manhattan,Upper West Side,40.79301131,-73.97544497,Other,Entire home/apt,1,2,1,2,Real Bed,124,359
Manhattan,Upper West Side,40.79262115,-73.97138265,Apartment,Entire home/apt,3,1,1,2,Real Bed,124,93
Manhattan,Upper West Side,40.79001063,-73.97011312,Apartment,Entire home/apt,2,1,1,1,Real Bed,123,0
Manhattan,Upper West Side,40.79819496,-73.96979374,Apartment,Entire home/apt,2,1,1,1,Real Bed,123,30
Manhattan,Upper West Side,40.79750876,-73.96167664,Apartment,Private room,3,1,1,3,Real Bed,123,257
Manhattan,Upper West Side,40.78565366,-73.9796102,Apartment,Entire home/apt,1,1,1,2,Real Bed,121,10
Manhattan,Upper West Side,40.77610018,-73.98175578,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,30
Manhattan,Upper West Side,40.78342256,-73.97791361,Apartment,Entire home/apt,2,1,1,2,Real Bed,120,79
Manhattan,Upper West Side,40.80032125,-73.95883772,Apartment,Private room,1,1,1,1,Real Bed,120,0
Manhattan,Upper West Side,40.79980206,-73.96097547,Apartment,Entire home/apt,5,1,3,3,Real Bed,120,206
Manhattan,Upper West Side,40.78000802,-73.98127363,Other,Private room,3,1,1,2,Real Bed,120,303
Manhattan,Upper West Side,40.79917922,-73.96349994,Apartment,Private room,1,1,1,1,Real Bed,120,0
Manhattan,Upper West Side,40.78271767,-73.97679823,Apartment,Private room,1,1,1,1,Real Bed,120,365
Manhattan,Upper West Side,40.80027158,-73.96971039,Apartment,Private room,1,1,1,1,Real Bed,120,0
Manhattan,Upper West Side,40.79656728,-73.96239887,Apartment,Private room,2,1,1,1,Real Bed,120,12
Manhattan,Upper West Side,40.78535362,-73.97241832,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,2
Manhattan,Upper West Side,40.77408719,-73.98031433,Apartment,Private room,2,1,1,1,Real Bed,120,301
Manhattan,Upper West Side,40.78179127,-73.9764959,Apartment,Private room,2,1,1,1,Couch,120,365
Manhattan,Upper West Side,40.79439249,-73.96573491,Apartment,Entire home/apt,2,1,1,1,Airbed,120,0
Manhattan,Upper West Side,40.79220891,-73.97331385,Apartment,Entire home/apt,4,1,1,1,Real Bed,120,0
Manhattan,Upper West Side,40.79890119,-73.96775453,Apartment,Private room,1,1,1,1,Real Bed,120,10
Manhattan,Upper West Side,40.8030913,-73.96568215,Apartment,Private room,2,1,1,1,Real Bed,120,363
Manhattan,Upper West Side,40.77960995,-73.98441476,Apartment,Private room,2,1,1,1,Real Bed,120,365
Manhattan,Upper West Side,40.78188133,-73.98192773,Other,Private room,2,1,1,1,Real Bed,120,303
Manhattan,Upper West Side,40.79284144,-73.96857971,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,0
Manhattan,Upper West Side,40.79733504,-73.97016164,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,120,171
Manhattan,Upper West Side,40.79942142,-73.9593668,Apartment,Private room,2,1,1,1,Real Bed,120,90
Manhattan,Upper West Side,40.76882821,-73.98305039,Apartment,Private room,1,1,1,1,Real Bed,120,365
Manhattan,Upper West Side,40.78173759,-73.98267754,Other,Private room,3,1,1,2,Real Bed,120,274
Manhattan,Upper West Side,40.79667286,-73.96703674,Apartment,Private room,2,1,1,1,Real Bed,120,34
Manhattan,Upper West Side,40.77937029,-73.97804955,Apartment,Entire home/apt,4,1,1,1,Airbed,120,0
Manhattan,Upper West Side,40.7850981,-73.97684673,Apartment,Private room,2,1.5,1,1,Real Bed,120,0
Manhattan,Upper West Side,40.79772344,-73.96260442,Apartment,Entire home/apt,2,1,1,2,Real Bed,120,0
Manhattan,Upper West Side,40.78146458,-73.97845413,Apartment,Entire home/apt,4,1,1,1,Real Bed,120,0
Manhattan,Upper West Side,40.78139695,-73.97924693,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,6
Manhattan,Upper West Side,40.78661224,-73.97438202,Apartment,Private room,2,1.5,1,2,Real Bed,120,356
Manhattan,Upper West Side,40.79524595,-73.97435346,Apartment,Private room,1,1,1,1,Real Bed,120,22
Manhattan,Upper West Side,40.80155493,-73.96568712,Apartment,Private room,2,0.5,1,2,Real Bed,120,0
Manhattan,Upper West Side,40.80159803,-73.96408821,Apartment,Entire home/apt,3,1,1,2,Real Bed,120,5
Manhattan,Upper West Side,40.77969009,-73.97737761,Apartment,Entire home/apt,3,1,1,2,Real Bed,120,84
Manhattan,Upper West Side,40.7792817,-73.97965647,Apartment,Entire home/apt,3,1,1,2,Real Bed,120,0
Manhattan,Upper West Side,40.7725413,-73.98526563,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,229
Manhattan,Upper West Side,40.78917567,-73.97926585,Apartment,Entire home/apt,3,1,1,2,Real Bed,120,0
Manhattan,Upper West Side,40.78263132,-73.97803477,Apartment,Private room,2,1,1,1,Real Bed,120,106
Manhattan,Upper West Side,40.80372611,-73.96789602,Apartment,Private room,2,1,1,1,Real Bed,119,0
Manhattan,Upper West Side,40.79516429,-73.96812876,Apartment,Private room,2,1,1,1,Real Bed,119,364
Manhattan,Upper West Side,40.80372442,-73.96960492,Apartment,Private room,2,1,1,1,Real Bed,119,62
Manhattan,Upper West Side,40.79962897,-73.96646351,Apartment,Entire home/apt,3,1,1,2,Real Bed,119,0
Manhattan,Upper West Side,40.7839805,-73.97795373,Apartment,Private room,1,1,1,1,Airbed,119,0
Manhattan,Upper West Side,40.79307121,-73.9744864,Serviced apartment,Entire home/apt,2,1,1,2,Real Bed,118,0
Manhattan,Upper West Side,40.77207816,-73.98906549,Apartment,Private room,1,1,1,1,Real Bed,118,81
Manhattan,Upper West Side,40.78903728,-73.97171841,Apartment,Entire home/apt,4,1,1,2,Real Bed,117,0
Manhattan,Upper West Side,40.80345692,-73.96514677,Apartment,Entire home/apt,2,1,1,1,Real Bed,117,11
Manhattan,Upper West Side,40.78822594,-73.97498732,Apartment,Entire home/apt,2,1,1,1,Real Bed,116,189
Manhattan,Upper West Side,40.77121745,-73.98134763,Apartment,Entire home/apt,2,1,1,1,Real Bed,116,79
Manhattan,Upper West Side,40.80121234,-73.96277488,Apartment,Entire home/apt,3,1,1,2,Real Bed,115,28
Manhattan,Upper West Side,40.77282169,-73.98080019,Apartment,Private room,1,1,1,1,Real Bed,115,0
Manhattan,Upper West Side,40.78855785,-73.97368483,Apartment,Private room,2,1,1,1,Real Bed,115,0
Manhattan,Upper West Side,40.78181546,-73.97915096,Apartment,Private room,3,1,1,2,Real Bed,115,164
Manhattan,Upper West Side,40.80088381,-73.96194482,Apartment,Private room,2,1,1,1,Real Bed,115,336
Manhattan,Upper West Side,40.78598616,-73.97325376,Apartment,Entire home/apt,2,1,1,1,Real Bed,114,15
Manhattan,Upper West Side,40.79930788,-73.96619422,Apartment,Private room,1,1,1,1,Real Bed,113,0
Manhattan,Upper West Side,40.76844877,-73.98319773,Apartment,Private room,2,1,2,1,Real Bed,112,227
Manhattan,Upper West Side,40.79853733,-73.96089358,Apartment,Private room,3,1,1,2,Real Bed,112,116
Manhattan,Upper West Side,40.79791247,-73.96285323,Apartment,Private room,2,1,1,1,Real Bed,112,181
Manhattan,Upper West Side,40.77471764,-73.98641378,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,0
Manhattan,Upper West Side,40.79642868,-73.97188408,Apartment,Private room,2,1,1,1,Real Bed,110,0
Manhattan,Upper West Side,40.79104614,-73.9743446,Apartment,Private room,2,1,1,1,Airbed,110,80
Manhattan,Upper West Side,40.7953786,-73.97434236,Apartment,Private room,1,1,1,1,Real Bed,110,0
Manhattan,Upper West Side,40.79129386,-73.96964584,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,116
Manhattan,Upper West Side,40.77718376,-73.98022602,Apartment,Private room,1,1,1,1,Real Bed,110,89
Manhattan,Upper West Side,40.79918565,-73.96248744,Apartment,Private room,2,1,1,1,Real Bed,110,343
Manhattan,Upper West Side,40.77095368,-73.9825618,Apartment,Private room,3,1.5,1,2,Real Bed,110,293
Manhattan,Upper West Side,40.80236969,-73.9660122,Apartment,Private room,2,1,1,1,Real Bed,110,87
Manhattan,Upper West Side,40.80356146,-73.96979843,Apartment,Entire home/apt,4,1,1,2,Real Bed,110,0
Manhattan,Upper West Side,40.77951326,-73.98097124,Apartment,Entire home/apt,3,1,1,1,Real Bed,110,6
Manhattan,Upper West Side,40.77998097,-73.98462216,Apartment,Private room,2,1,1,1,Real Bed,110,85
Manhattan,Upper West Side,40.79904036,-73.9604488,Apartment,Private room,1,1,1,1,Real Bed,110,0
Manhattan,Upper West Side,40.7987027,-73.96209755,Apartment,Private room,1,1,1,1,Real Bed,110,0
Manhattan,Upper West Side,40.77471009,-73.9826078,Apartment,Private room,2,1,1,1,Real Bed,110,155
Manhattan,Upper West Side,40.79632205,-73.96879105,Apartment,Entire home/apt,2,1,1,2,Real Bed,110,0
Manhattan,Upper West Side,40.78534608,-73.9771222,Apartment,Private room,1,1,1,1,Real Bed,110,302
Manhattan,Upper West Side,40.78295317,-73.97762175,Apartment,Private room,2,1,1,1,Real Bed,110,0
Manhattan,Upper West Side,40.7912609,-73.96737562,Apartment,Private room,3,1,1,1,Real Bed,110,0
Manhattan,Upper West Side,40.78503901,-73.9795915,Apartment,Private room,3,1,1,2,Real Bed,109,152
Manhattan,Upper West Side,40.77848351,-73.98334128,Apartment,Private room,2,1,1,1,Real Bed,109,95
Manhattan,Upper West Side,40.80095791,-73.9667077,Apartment,Private room,2,1,1,1,Real Bed,109,0
Manhattan,Upper West Side,40.79621913,-73.97058578,Apartment,Private room,2,1,1,1,Real Bed,109,8
Manhattan,Upper West Side,40.78491802,-73.97992459,Apartment,Private room,2,1,1,1,Real Bed,109,69
Manhattan,Upper West Side,40.78937294,-73.97683149,Apartment,Private room,2,1,1,2,Real Bed,109,78
Manhattan,Upper West Side,40.77440224,-73.98560099,Apartment,Entire home/apt,4,1,1,2,Real Bed,108,180
Manhattan,Upper West Side,40.77818763,-73.97923801,Apartment,Private room,2,1,1,1,Real Bed,108,0
Manhattan,Upper West Side,40.77772018,-73.98513929,Apartment,Private room,2,1,1,1,Real Bed,108,0
Manhattan,Upper West Side,40.77451012,-73.97928231,Apartment,Private room,1,1,1,1,Real Bed,107,98
Manhattan,Upper West Side,40.80050015,-73.962106,Apartment,Private room,2,1,1,1,Real Bed,107,0
Manhattan,Upper West Side,40.77703962,-73.97910624,Apartment,Private room,1,1,1,1,Real Bed,105,83
Manhattan,Upper West Side,40.80128306,-73.97033292,Apartment,Private room,1,1,1,1,Real Bed,105,0
Manhattan,Upper West Side,40.78259303,-73.97656788,Apartment,Private room,2,1.5,1,1,Real Bed,105,154
Manhattan,Upper West Side,40.80006178,-73.96480256,Apartment,Entire home/apt,2,1,1,2,Real Bed,105,0
Manhattan,Upper West Side,40.7752755,-73.98721728,Apartment,Private room,1,1,2,1,Real Bed,105,312
Manhattan,Upper West Side,40.76898321,-73.98453235,Apartment,Private room,2,1,1,1,Real Bed,105,0
Manhattan,Upper West Side,40.78386674,-73.97572723,Apartment,Entire home/apt,2,1,1,1,Real Bed,105,85
Manhattan,Upper West Side,40.77699003,-73.98863891,Apartment,Shared room,1,1,1,1,Real Bed,104,13
Manhattan,Upper West Side,40.7770639,-73.97883521,Loft,Private room,2,1,1,1,Real Bed,103,337
Manhattan,Upper West Side,40.79859473,-73.96337425,Apartment,Private room,2,2,1,1,Real Bed,102,125
Manhattan,Upper West Side,40.80229639,-73.96687798,Apartment,Private room,2,1,1,1,Real Bed,101,0
Manhattan,Upper West Side,40.78637645,-73.97004181,Apartment,Entire home/apt,2,1,1,1,Real Bed,101,0
Manhattan,Upper West Side,40.77781245,-73.977428,Apartment,Private room,1,2,1,1,Real Bed,101,357
Manhattan,Upper West Side,40.77476361,-73.9832855,Apartment,Private room,2,1,1,1,Real Bed,101,103
Manhattan,Upper West Side,40.79756389,-73.97242197,Apartment,Private room,2,1,1,1,Real Bed,100,361
Manhattan,Upper West Side,40.77894951,-73.97837248,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Upper West Side,40.79936503,-73.96281431,Apartment,Private room,1,1,1,1,Real Bed,100,0
Manhattan,Upper West Side,40.79843254,-73.96403856,Apartment,Private room,1,2,1,1,Real Bed,100,0
Manhattan,Upper West Side,40.78586871,-73.97467855,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Upper West Side,40.80149948,-73.9639092,Apartment,Entire home/apt,5,1,2,2,Real Bed,100,3
Manhattan,Upper West Side,40.78763433,-73.97203969,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Upper West Side,40.77581618,-73.9791337,Apartment,Private room,2,1,1,1,Real Bed,100,160
Manhattan,Upper West Side,40.78717687,-73.97532486,Apartment,Private room,2,1,1,1,Real Bed,100,61
Manhattan,Upper West Side,40.79359539,-73.97441832,Apartment,Private room,2,1.5,1,2,Real Bed,100,286
Manhattan,Upper West Side,40.80170908,-73.97093026,Apartment,Private room,2,1,1,2,Real Bed,100,365
Manhattan,Upper West Side,40.77322907,-73.98013552,Apartment,Private room,3,1,1,2,Real Bed,100,290
Manhattan,Upper West Side,40.78399718,-73.97147643,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,0
Manhattan,Upper West Side,40.79048103,-73.9756009,Apartment,Private room,1,1,1,1,Real Bed,100,364
Manhattan,Upper West Side,40.78706856,-73.97024246,Apartment,Entire home/apt,2,1,1,2,Real Bed,100,0
Manhattan,Upper West Side,40.79512425,-73.973296,Apartment,Private room,2,1,1,1,Real Bed,100,89
Manhattan,Upper West Side,40.77557111,-73.9809948,Loft,Shared room,1,1,1,1,Real Bed,100,77
Manhattan,Upper West Side,40.79842962,-73.97075244,Apartment,Entire home/apt,3,1,2,1,Real Bed,100,0
Manhattan,Upper West Side,40.79527643,-73.97325012,Apartment,Private room,2,1,1,1,Real Bed,100,10
Manhattan,Upper West Side,40.79937628,-73.97056583,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Upper West Side,40.78532713,-73.97564669,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,20
Manhattan,Upper West Side,40.7840399,-73.97241869,Apartment,Private room,2,1,1,1,Real Bed,100,94
Manhattan,Upper West Side,40.80243426,-73.97060013,Apartment,Private room,1,1,1,1,Real Bed,100,286
Manhattan,Upper West Side,40.79675395,-73.96916377,Apartment,Private room,2,1.5,1,1,Real Bed,100,0
Manhattan,Upper West Side,40.78731906,-73.97488719,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Upper West Side,40.79820447,-73.96393976,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,236
Manhattan,Upper West Side,40.8011557,-73.96351001,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Upper West Side,40.80343719,-73.96616975,Apartment,Private room,2,1,1,1,Real Bed,100,9
Manhattan,Upper West Side,40.7980559,-73.96085222,Apartment,Private room,2,1,1,1,Real Bed,100,0
Manhattan,Upper West Side,40.79971124,-73.9603651,Apartment,Entire home/apt,4,2,2,2,Real Bed,100,5
Manhattan,Upper West Side,40.79845668,-73.95985703,Apartment,Private room,3,1,1,1,Real Bed,100,49
Manhattan,Upper West Side,40.79440284,-73.96355761,Apartment,Private room,2,1,1,1,Real Bed,100,22
Manhattan,Upper West Side,40.7735374,-73.9846244,Townhouse,Private room,2,1.5,1,1,Real Bed,100,55
