,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price
26898,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
26968,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
26989,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
26993,Manhattan,Townhouse,Private room,1,1,1,1,Real Bed,103
27035,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,99
27052,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
27063,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
27065,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
27067,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,52
27079,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,96
27108,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,51
27198,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
27204,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
27215,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,250
27248,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
27257,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
27271,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
27302,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
27310,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
27345,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,155
27359,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
27387,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
27388,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
27397,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,73
27429,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
27444,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
27445,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
27451,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,225
27500,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
27506,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
27535,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,67
27559,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,86
27701,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,52
27742,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
27746,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
27792,Manhattan,Apartment,Private room,1,1,1,1,Couch,59
27812,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
27820,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,160
27882,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
27886,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
27973,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
27974,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
28023,Manhattan,Boutique hotel,Private room,1,1,1,1,Real Bed,109
28042,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
28061,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,88
28152,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,49
28158,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,54
28167,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
28210,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,49
28316,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
28321,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,98
28333,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,49
28334,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
28371,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
28389,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
28400,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
28409,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
28422,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,200
28448,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
28477,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
28528,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,37
28531,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
28566,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
28598,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
28676,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
28703,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
28720,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
28737,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
28756,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
28819,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
28828,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
28840,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
28846,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
28893,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,59
28917,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,135
28945,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
28950,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
28993,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
29040,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,570
29050,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
29076,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
29088,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
29096,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
29112,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
29114,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,140
29145,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
29165,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
29196,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,119
29211,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
29229,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
29320,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,38
29339,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,79
29353,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
29409,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
29440,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
29451,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
29469,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
29483,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
29518,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,29
29552,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
29560,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,66
29582,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
29636,Manhattan,Apartment,Private room,1,1,1,2,Real Bed,90
29671,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,225
29712,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
29722,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
29732,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
29771,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,92
29788,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,30
29796,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,210
29806,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,68
29843,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,25
29863,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,86
29996,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
30012,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,200
30030,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,185
30032,Manhattan,Apartment,Private room,1,1,1,2,Real Bed,53
30040,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
30054,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
30069,Manhattan,Loft,Private room,1,1,1,1,Real Bed,65
30122,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,49
30123,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,48
30125,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,63
30165,Manhattan,Apartment,Private room,1,1,1,1,Airbed,65
30179,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
30231,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
30259,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,78
30309,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
30313,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
30322,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,47
30330,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
30331,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
30346,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
30358,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
30366,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,109
30376,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,48
30380,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,135
30413,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
30422,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
30470,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
30499,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
30521,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
30576,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
30594,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
30595,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
30604,Manhattan,Townhouse,Private room,1,1,1,1,Futon,85
30661,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,89
30678,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,58
30724,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
30741,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
30809,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,48
30810,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
30819,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
30823,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,175
30837,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
30849,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
30856,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
30858,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,78
30889,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
30909,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,300
30919,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
30922,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
30935,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
30956,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
30974,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,46
30980,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
31032,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
31058,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
31069,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,63
31213,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
31240,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,86
31263,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,99
31295,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
31380,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,62
31430,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
31431,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,25
31452,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,105
31457,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
31496,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
31559,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
31638,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
31657,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
31707,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
31730,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,275
31731,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,10
31738,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,57
31747,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
31784,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,44
31814,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,71
31847,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,119
31900,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,67
31923,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
31924,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,84
32037,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
32044,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
32060,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
32098,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,99
32208,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
32252,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,30
32260,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,140
32263,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,64
32321,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
32335,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,44
32337,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,79
32375,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,193
32403,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
32447,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
32461,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
32524,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
32534,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
32549,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
32551,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
32555,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
32571,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
32598,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
32600,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,97
32605,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
32609,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,86
32650,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,139
32662,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
32668,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
32678,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,56
32736,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,54
32783,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
32786,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,90
32794,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
32799,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,99
32815,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,67
32870,Manhattan,Bungalow,Private room,1,1,1,1,Real Bed,136
32871,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,32
32907,Manhattan,Apartment,Private room,1,1,1,1,Pull-out Sofa,54
32915,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
32985,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
32993,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
33003,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
33061,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,76
33076,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
33104,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
33107,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
33157,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,63
33167,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
33195,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,58
33196,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
33202,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
33254,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
33291,Manhattan,Apartment,Private room,1,1,1,1,Airbed,60
33337,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
33338,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
33353,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,94
33361,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
33399,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
33413,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
33422,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
33437,Manhattan,Condominium,Private room,1,1,1,1,Real Bed,76
33470,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
33498,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
33505,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
33520,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,59
33522,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
33556,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
33559,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,37
33563,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
33615,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,49
33636,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
33664,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
33679,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,87
33797,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,37
33820,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
33830,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,175
33833,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
33840,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
33863,Manhattan,Apartment,Private room,1,1,1,2,Real Bed,60
33875,Manhattan,Apartment,Private room,1,1,1,2,Real Bed,130
33889,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,160
33915,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
33973,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,36
33978,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
33986,Manhattan,Condominium,Private room,1,1,1,1,Real Bed,110
34001,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,159
34030,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,145
34057,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,63
34061,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
34090,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
34105,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,119
34142,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
34163,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,75
34166,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
34174,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,115
34177,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,140
34194,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
34219,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
34220,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
34236,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,128
34245,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
34286,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
34303,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
34320,Manhattan,Condominium,Private room,1,1,1,1,Real Bed,110
34324,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
34337,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
34358,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
34372,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
34448,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,30
34457,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,30
34466,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
34520,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
34527,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,30
34530,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,195
34575,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
34603,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
34618,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
34638,Manhattan,Apartment,Private room,1,1,1,2,Real Bed,47
34640,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
34648,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
34650,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
34654,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
34669,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
34700,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,56
34717,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,49
34733,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
34736,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
34763,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,94
34764,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,30
34766,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
34770,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
34795,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
34797,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
34801,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
34803,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
34819,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,72
34825,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,150
34835,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
34852,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,92
34854,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
34861,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
34941,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,103
34952,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,36
34962,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,115
34969,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,49
34973,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
34986,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
34988,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,159
34989,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
35039,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
35050,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,92
35073,Manhattan,Condominium,Private room,1,1,1,1,Real Bed,54
35074,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,38
35095,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,165
35204,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
35236,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
35255,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
35271,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,125
35301,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,79
35370,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
35383,Manhattan,Apartment,Private room,1,1,1,2,Real Bed,105
35402,Manhattan,Vacation home,Private room,1,1,1,1,Real Bed,105
35450,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
35461,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
35465,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
35469,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
35496,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
35521,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
35529,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,79
35591,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,68
35601,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,180
35625,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,68
35649,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
35650,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,73
35697,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,45
35701,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
35712,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,56
35755,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70
35769,Manhattan,Condominium,Private room,1,1,1,1,Real Bed,46
35779,Manhattan,Loft,Private room,1,1,1,1,Real Bed,75
35786,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
35796,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,350
35806,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,59
35817,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
35855,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
35873,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
35893,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,85
35943,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
35958,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
36007,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,99
36011,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
36023,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,50
36032,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
36066,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
36094,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,73
36106,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,129
36152,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
36153,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,69
36159,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,48
36162,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
36206,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
36226,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,100
36255,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
36271,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,36
36315,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,80
36348,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,120
36401,Manhattan,Condominium,Private room,1,1,1,1,Real Bed,60
36487,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,40
36495,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,59
36512,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,60
36544,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,53
36545,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,110
36557,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,82
36568,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,55
36571,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,35
36603,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65
36620,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,95
